organization	experiment	study	study_title	sci_name	accession	pub_date
Big Data Center	SRX5660400	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873338	2019-04-10 02:24:12
Big Data Center	SRX5660399	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873339	2019-04-10 02:25:14
Big Data Center	SRX5660398	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873340	2019-04-10 02:29:13
Big Data Center	SRX5660397	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873341	2019-04-10 02:23:18
Big Data Center	SRX5660396	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873342	2019-04-10 02:24:12
Big Data Center	SRX5660395	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873343	2019-04-10 02:24:12
Big Data Center	SRX5660394	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873344	2019-04-10 02:24:12
Big Data Center	SRX5660366	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873372	2019-04-10 02:29:13
Big Data Center	SRX5660365	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873373	2019-04-10 02:23:18
Big Data Center	SRX5660364	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873374	2019-04-10 02:30:12
Big Data Center	SRX5660363	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873375	2019-04-10 02:24:12
Big Data Center	SRX5660362	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873376	2019-04-10 02:30:12
Big Data Center	SRX5660361	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873377	2019-04-10 02:30:12
Big Data Center	SRX5660360	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873378	2019-04-10 02:25:14
Big Data Center	SRX5660359	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873379	2019-04-10 02:24:12
Big Data Center	SRX5660358	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873380	2019-04-10 02:23:18
Big Data Center	SRX5660357	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873381	2019-04-10 02:29:13
Big Data Center	SRX5660349	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873389	2019-04-10 02:31:12
Big Data Center	SRX5660348	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873390	2019-04-10 02:25:14
Big Data Center	SRX5660347	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873391	2019-04-10 02:30:12
Big Data Center	SRX5660346	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873392	2019-04-10 02:32:11
Big Data Center	SRX5660345	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873393	2019-04-10 02:29:13
Big Data Center	SRX5660344	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873394	2019-04-10 02:23:18
Big Data Center	SRX5660343	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873395	2019-04-10 02:24:12
Big Data Center	SRX5660342	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873396	2019-04-10 02:29:13
Big Data Center	SRX5660341	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873397	2019-04-10 02:24:12
Big Data Center	SRX5660340	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873398	2019-04-10 02:24:12
Big Data Center	SRX5660339	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873399	2019-04-10 02:30:12
Big Data Center	SRX5660338	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873400	2019-04-10 02:31:12
Big Data Center	SRX5660337	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873401	2019-04-10 02:30:12
Big Data Center	SRX5660336	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873402	2019-04-10 02:33:12
Big Data Center	SRX5660335	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873403	2019-04-10 02:32:11
Big Data Center	SRX5660334	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873404	2019-04-10 02:25:14
Big Data Center	SRX5660333	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873405	2019-04-10 02:30:12
Big Data Center	SRX5660332	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873406	2019-04-10 02:31:12
Big Data Center	SRX5660331	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873407	2019-04-10 02:31:12
Big Data Center	SRX5660330	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873408	2019-04-10 02:29:13
HudsonAlpha Genome Sequencing Center	SRX5647398	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859732	2019-04-09 16:41:12
HudsonAlpha Genome Sequencing Center	SRX5647397	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859733	2019-04-09 17:18:17
HudsonAlpha Genome Sequencing Center	SRX5647396	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859734	2019-04-09 16:42:11
HudsonAlpha Genome Sequencing Center	SRX5647395	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859735	2019-04-09 16:46:21
HudsonAlpha Genome Sequencing Center	SRX5647394	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859736	2019-04-10 02:16:50
HudsonAlpha Genome Sequencing Center	SRX5647393	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859737	2019-04-09 16:32:12
HudsonAlpha Genome Sequencing Center	SRX5647392	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859738	2019-04-10 02:16:50
HudsonAlpha Genome Sequencing Center	SRX5647391	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859739	2019-04-10 02:16:50
HudsonAlpha Genome Sequencing Center	SRX5647390	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859740	2019-04-09 16:17:21
HudsonAlpha Genome Sequencing Center	SRX5647389	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859741	2019-04-09 16:17:21
HudsonAlpha Genome Sequencing Center	SRX5647388	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859742	2019-04-09 16:17:21
HudsonAlpha Genome Sequencing Center	SRX5647387	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859743	2019-04-10 02:16:50
HudsonAlpha Genome Sequencing Center	SRX5647386	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859744	2019-04-10 02:16:50
HudsonAlpha Genome Sequencing Center	SRX5647385	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859745	2019-04-10 10:46:13
HudsonAlpha Genome Sequencing Center	SRX5647384	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859746	2019-04-10 10:57:15
HudsonAlpha Genome Sequencing Center	SRX5647383	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859747	2019-04-10 10:46:13
HudsonAlpha Genome Sequencing Center	SRX5647382	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859748	2019-04-09 16:17:21
HudsonAlpha Genome Sequencing Center	SRX5647381	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859749	2019-04-10 10:58:23
HudsonAlpha Genome Sequencing Center	SRX5647380	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859750	2019-04-09 16:17:21
HudsonAlpha Genome Sequencing Center	SRX5647379	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859751	2019-04-10 10:52:12
HudsonAlpha Genome Sequencing Center	SRX5647378	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859752	2019-04-09 16:17:21
HudsonAlpha Genome Sequencing Center	SRX5647377	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859753	2019-04-10 10:58:23
HudsonAlpha Genome Sequencing Center	SRX5647376	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859754	2019-04-09 16:17:21
HudsonAlpha Genome Sequencing Center	SRX5647375	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859755	2019-04-10 10:57:15
HudsonAlpha Genome Sequencing Center	SRX5647374	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859756	2019-04-10 10:57:15
HudsonAlpha Genome Sequencing Center	SRX5647373	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859757	2019-04-10 10:57:15
HudsonAlpha Genome Sequencing Center	SRX5647372	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859758	2019-04-10 11:09:13
HudsonAlpha Genome Sequencing Center	SRX5647371	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859759	2019-04-10 11:02:12
HudsonAlpha Genome Sequencing Center	SRX5647370	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859760	2019-04-10 10:57:15
HudsonAlpha Genome Sequencing Center	SRX5647369	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859761	2019-04-10 10:59:12
HudsonAlpha Genome Sequencing Center	SRX5647368	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859762	2019-04-10 11:27:13
HudsonAlpha Genome Sequencing Center	SRX5647367	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859763	2019-04-09 13:24:23
HudsonAlpha Genome Sequencing Center	SRX5647366	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859764	2019-04-10 11:01:12
HudsonAlpha Genome Sequencing Center	SRX5647365	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859765	2019-04-10 10:42:13
HudsonAlpha Genome Sequencing Center	SRX5647364	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859766	2019-04-10 10:33:17
HudsonAlpha Genome Sequencing Center	SRX5647363	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859767	2019-04-10 10:42:13
HudsonAlpha Genome Sequencing Center	SRX5647362	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859768	2019-04-10 02:16:50
HudsonAlpha Genome Sequencing Center	SRX5647361	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859769	2019-04-10 02:16:50
HudsonAlpha Genome Sequencing Center	SRX5647360	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859770	2019-04-10 02:16:50
HudsonAlpha Genome Sequencing Center	SRX5647359	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859771	2019-04-10 02:16:50
HudsonAlpha Genome Sequencing Center	SRX5647358	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859772	2019-04-10 02:16:50
HudsonAlpha Genome Sequencing Center	SRX5647357	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859773	2019-04-10 02:16:50
HudsonAlpha Genome Sequencing Center	SRX5647356	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859774	2019-04-10 02:16:50
HudsonAlpha Genome Sequencing Center	SRX5647355	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859775	2019-04-10 02:16:50
HudsonAlpha Genome Sequencing Center	SRX5647354	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859776	2019-04-10 02:16:50
HudsonAlpha Genome Sequencing Center	SRX5647353	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859777	2019-04-10 02:16:50
HudsonAlpha Genome Sequencing Center	SRX5647352	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859778	2019-04-10 02:16:50
HudsonAlpha Genome Sequencing Center	SRX5647351	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859779	2019-04-10 13:29:22
HudsonAlpha Genome Sequencing Center	SRX5647350	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859780	2019-04-10 02:16:50
HudsonAlpha Genome Sequencing Center	SRX5647349	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859781	2019-04-10 02:16:50
HudsonAlpha Genome Sequencing Center	SRX5647348	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859782	2019-04-10 02:16:50
HudsonAlpha Genome Sequencing Center	SRX5647347	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859783	2019-04-10 02:16:50
HudsonAlpha Genome Sequencing Center	SRX5647346	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859784	2019-04-10 02:16:50
HudsonAlpha Genome Sequencing Center	SRX5647345	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859785	2019-04-10 02:16:50
HudsonAlpha Genome Sequencing Center	SRX5647344	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859786	2019-04-10 02:16:50
HudsonAlpha Genome Sequencing Center	SRX5647343	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859787	2019-04-10 02:16:50
HudsonAlpha Genome Sequencing Center	SRX5647342	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859788	2019-04-09 13:06:58
HudsonAlpha Genome Sequencing Center	SRX5647341	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859789	2019-04-09 19:33:10
HudsonAlpha Genome Sequencing Center	SRX5647340	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859790	2019-04-10 02:16:50
HudsonAlpha Genome Sequencing Center	SRX5647339	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859791	2019-04-10 02:16:50
HudsonAlpha Genome Sequencing Center	SRX5647338	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859792	2019-04-10 02:16:50
HudsonAlpha Genome Sequencing Center	SRX5647337	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859793	2019-04-10 02:16:50
HudsonAlpha Genome Sequencing Center	SRX5647336	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859794	2019-04-10 02:16:50
HudsonAlpha Genome Sequencing Center	SRX5647335	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859795	2019-04-10 02:16:49
HudsonAlpha Genome Sequencing Center	SRX5647334	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859796	2019-04-10 02:16:49
HudsonAlpha Genome Sequencing Center	SRX5647333	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859797	2019-04-10 02:16:49
HudsonAlpha Genome Sequencing Center	SRX5647332	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859798	2019-04-10 02:16:49
HudsonAlpha Genome Sequencing Center	SRX5647331	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859799	2019-04-10 02:16:49
HudsonAlpha Genome Sequencing Center	SRX5647330	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859800	2019-04-10 02:16:49
HudsonAlpha Genome Sequencing Center	SRX5647329	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859801	2019-04-10 02:16:49
HudsonAlpha Genome Sequencing Center	SRX5647328	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859802	2019-04-10 02:16:49
HudsonAlpha Genome Sequencing Center	SRX5647327	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859803	2019-04-10 02:16:49
HudsonAlpha Genome Sequencing Center	SRX5647326	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859804	2019-04-10 11:03:12
HudsonAlpha Genome Sequencing Center	SRX5647325	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859805	2019-04-10 10:58:23
HudsonAlpha Genome Sequencing Center	SRX5647324	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859806	2019-04-10 11:01:12
HudsonAlpha Genome Sequencing Center	SRX5647323	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859807	2019-04-10 11:07:13
HudsonAlpha Genome Sequencing Center	SRX5647322	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859808	2019-04-10 11:05:25
HudsonAlpha Genome Sequencing Center	SRX5647321	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859809	2019-04-10 11:24:11
HudsonAlpha Genome Sequencing Center	SRX5647320	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859810	2019-04-10 10:58:23
HudsonAlpha Genome Sequencing Center	SRX5647319	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859811	2019-04-10 10:59:12
HudsonAlpha Genome Sequencing Center	SRX5647318	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859812	2019-04-10 10:45:12
HudsonAlpha Genome Sequencing Center	SRX5647317	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859813	2019-04-10 10:33:17
HudsonAlpha Genome Sequencing Center	SRX5647316	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859814	2019-04-10 10:42:13
HudsonAlpha Genome Sequencing Center	SRX5647315	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859815	2019-04-10 10:42:13
HudsonAlpha Genome Sequencing Center	SRX5647314	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859816	2019-04-10 10:53:12
HudsonAlpha Genome Sequencing Center	SRX5647313	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859817	2019-04-10 10:58:23
HudsonAlpha Genome Sequencing Center	SRX5647312	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859818	2019-04-10 11:10:13
HudsonAlpha Genome Sequencing Center	SRX5647311	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859819	2019-04-10 10:46:13
HudsonAlpha Genome Sequencing Center	SRX5647310	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859820	2019-04-10 10:43:11
HudsonAlpha Genome Sequencing Center	SRX5647309	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859821	2019-04-10 10:47:12
HudsonAlpha Genome Sequencing Center	SRX5647308	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859822	2019-04-10 10:42:13
HudsonAlpha Genome Sequencing Center	SRX5647307	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859823	2019-04-09 19:10:13
HudsonAlpha Genome Sequencing Center	SRX5647306	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859824	2019-04-09 16:17:21
HudsonAlpha Genome Sequencing Center	SRX5647305	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859825	2019-04-10 10:34:14
HudsonAlpha Genome Sequencing Center	SRX5647304	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859826	2019-04-10 10:26:11
HudsonAlpha Genome Sequencing Center	SRX5647303	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859827	2019-04-10 10:23:14
HudsonAlpha Genome Sequencing Center	SRX5647302	SRP191105	Gossypium hirsutum isolate:1008001.06 Genome sequencing	Gossypium hirsutum	SRR8859828	2019-04-10 02:16:49
